"audio","label","labels","human_label","human_labels","path","dataset_source","split","env","emergency"
"211934.wav","/m/0fx9l","[""/m/0fx9l"", ""/t/dd00071""]","food","[""food"", ""Domestic_sounds_and_home_sounds""]","zenodo/211934.wav","zenodo","train","interior","False"
"211935.wav","/m/0fx9l","[""/m/0fx9l"", ""/t/dd00071""]","food","[""food"", ""Domestic_sounds_and_home_sounds""]","zenodo/211935.wav","zenodo","train","interior","False"
"232929.wav","/m/0fx9l","[""/m/0fx9l"", ""/t/dd00071""]","food","[""food"", ""Domestic_sounds_and_home_sounds""]","zenodo/232929.wav","zenodo","train","interior","False"
"264165.wav","/m/0fx9l","[""/m/0fx9l"", ""/t/dd00071""]","food","[""food"", ""Domestic_sounds_and_home_sounds""]","zenodo/264165.wav","zenodo","train","interior","False"
"254955.wav","/m/0fx9l","[""/m/0fx9l"", ""/t/dd00071""]","food","[""food"", ""Domestic_sounds_and_home_sounds""]","zenodo/254955.wav","zenodo","train","interior","False"
"136694.wav","/m/0fx9l","[""/m/0fx9l"", ""/t/dd00071""]","food","[""food"", ""Domestic_sounds_and_home_sounds""]","zenodo/136694.wav","zenodo","train","interior","False"
"336891.wav","/m/0fx9l","[""/m/0fx9l"", ""/t/dd00071""]","food","[""food"", ""Domestic_sounds_and_home_sounds""]","zenodo/336891.wav","zenodo","train","interior","False"
"262918.wav","/m/0fx9l","[""/m/0fx9l"", ""/t/dd00071""]","food","[""food"", ""Domestic_sounds_and_home_sounds""]","zenodo/262918.wav","zenodo","train","interior","False"
"394381.wav","/m/0fx9l","[""/m/0fx9l"", ""/t/dd00071""]","food","[""food"", ""Domestic_sounds_and_home_sounds""]","zenodo/394381.wav","zenodo","train","interior","False"
"326193.wav","/m/0fx9l","[""/m/0fx9l"", ""/t/dd00071""]","food","[""food"", ""Domestic_sounds_and_home_sounds""]","zenodo/326193.wav","zenodo","train","interior","False"
"116346.wav","/m/0fx9l","[""/m/0fx9l"", ""/t/dd00071""]","food","[""food"", ""Domestic_sounds_and_home_sounds""]","zenodo/116346.wav","zenodo","train","interior","False"
"425661.wav","/m/0fx9l","[""/m/0fx9l"", ""/t/dd00071""]","food","[""food"", ""Domestic_sounds_and_home_sounds""]","zenodo/425661.wav","zenodo","train","interior","False"
"110854.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/110854.wav","zenodo","train","exterior","False"
"336651.wav","/m/0btp2","[""/m/0btp2"", ""/m/01bjv"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/336651.wav","zenodo","train","exterior","False"
"63244.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/63244.wav","zenodo","train","exterior","False"
"63245.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/63245.wav","zenodo","train","exterior","False"
"103185.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/103185.wav","zenodo","train","exterior","False"
"364830.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/364830.wav","zenodo","train","exterior","False"
"184609.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/184609.wav","zenodo","train","exterior","False"
"156195.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/156195.wav","zenodo","train","exterior","False"
"20782.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/20782.wav","zenodo","train","exterior","False"
"78385.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/78385.wav","zenodo","train","exterior","False"
"321077.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/321077.wav","zenodo","train","exterior","False"
"211512.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/211512.wav","zenodo","train","exterior","False"
"396088.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/396088.wav","zenodo","train","exterior","False"
"73022.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/73022.wav","zenodo","train","exterior","False"
"323391.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/323391.wav","zenodo","train","exterior","False"
"350534.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/350534.wav","zenodo","train","exterior","False"
"335184.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/335184.wav","zenodo","train","exterior","False"
"263523.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/263523.wav","zenodo","train","exterior","False"
"221813.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/221813.wav","zenodo","train","exterior","False"
"425077.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/425077.wav","zenodo","train","exterior","False"
"101239.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/101239.wav","zenodo","train","exterior","False"
"427384.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/427384.wav","zenodo","train","exterior","False"
"101241.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/101241.wav","zenodo","train","exterior","False"
"101242.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/101242.wav","zenodo","train","exterior","False"
"325246.wav","/m/0btp2","[""/m/0btp2"", ""/m/01bjv"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/325246.wav","zenodo","train","exterior","False"
"101243.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/101243.wav","zenodo","train","exterior","False"
"101244.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/101244.wav","zenodo","train","exterior","False"
"319360.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/319360.wav","zenodo","train","exterior","False"
"274563.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/274563.wav","zenodo","train","exterior","False"
"266899.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/266899.wav","zenodo","train","exterior","False"
"322202.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/322202.wav","zenodo","train","exterior","False"
"64162.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/64162.wav","zenodo","train","exterior","False"
"162726.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/162726.wav","zenodo","train","exterior","False"
"59054.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/59054.wav","zenodo","train","exterior","False"
"59056.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/59056.wav","zenodo","train","exterior","False"
"93110.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/93110.wav","zenodo","train","exterior","False"
"121287.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/121287.wav","zenodo","train","exterior","False"
"319184.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/319184.wav","zenodo","train","exterior","False"
"270289.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/270289.wav","zenodo","train","exterior","False"
"393941.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/393941.wav","zenodo","train","exterior","False"
"180951.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/180951.wav","zenodo","train","exterior","False"
"161238.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/161238.wav","zenodo","train","exterior","False"
"212194.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/212194.wav","zenodo","train","exterior","False"
"212197.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/212197.wav","zenodo","train","exterior","False"
"50920.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/50920.wav","zenodo","train","exterior","False"
"101868.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/101868.wav","zenodo","train","exterior","False"
"262654.wav","/m/0btp2","[""/m/0btp2"", ""/m/012f08"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/262654.wav","zenodo","train","exterior","False"
"350733.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/350733.wav","zenodo","train","interior","False"
"31783.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/31783.wav","zenodo","train","interior","False"
"92927.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92927.wav","zenodo","train","interior","False"
"77406.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77406.wav","zenodo","train","interior","False"
"77407.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77407.wav","zenodo","train","interior","False"
"77409.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77409.wav","zenodo","train","interior","False"
"77412.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77412.wav","zenodo","train","interior","False"
"77413.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77413.wav","zenodo","train","interior","False"
"77414.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77414.wav","zenodo","train","interior","False"
"77415.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77415.wav","zenodo","train","interior","False"
"77416.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77416.wav","zenodo","train","interior","False"
"77417.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77417.wav","zenodo","train","interior","False"
"77418.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77418.wav","zenodo","train","interior","False"
"77419.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77419.wav","zenodo","train","interior","False"
"77420.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77420.wav","zenodo","train","interior","False"
"77421.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77421.wav","zenodo","train","interior","False"
"77422.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77422.wav","zenodo","train","interior","False"
"77423.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77423.wav","zenodo","train","interior","False"
"77424.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77424.wav","zenodo","train","interior","False"
"77426.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77426.wav","zenodo","train","interior","False"
"44702.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/44702.wav","zenodo","train","interior","False"
"44704.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/44704.wav","zenodo","train","interior","False"
"92950.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92950.wav","zenodo","train","interior","False"
"160996.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/160996.wav","zenodo","train","interior","False"
"156910.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/156910.wav","zenodo","train","interior","False"
"92915.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92915.wav","zenodo","train","interior","False"
"92916.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92916.wav","zenodo","train","interior","False"
"92917.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92917.wav","zenodo","train","interior","False"
"92918.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92918.wav","zenodo","train","interior","False"
"92919.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92919.wav","zenodo","train","interior","False"
"92920.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92920.wav","zenodo","train","interior","False"
"92921.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92921.wav","zenodo","train","interior","False"
"92922.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92922.wav","zenodo","train","interior","False"
"92923.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92923.wav","zenodo","train","interior","False"
"92924.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92924.wav","zenodo","train","interior","False"
"92925.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92925.wav","zenodo","train","interior","False"
"92926.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92926.wav","zenodo","train","interior","False"
"92928.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92928.wav","zenodo","train","interior","False"
"92929.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92929.wav","zenodo","train","interior","False"
"92930.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92930.wav","zenodo","train","interior","False"
"92931.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92931.wav","zenodo","train","interior","False"
"92932.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92932.wav","zenodo","train","interior","False"
"92933.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92933.wav","zenodo","train","interior","False"
"92934.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92934.wav","zenodo","train","interior","False"
"92935.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92935.wav","zenodo","train","interior","False"
"92936.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92936.wav","zenodo","train","interior","False"
"92937.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92937.wav","zenodo","train","interior","False"
"92938.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92938.wav","zenodo","train","interior","False"
"92939.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92939.wav","zenodo","train","interior","False"
"92940.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92940.wav","zenodo","train","interior","False"
"92941.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92941.wav","zenodo","train","interior","False"
"92942.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92942.wav","zenodo","train","interior","False"
"92943.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92943.wav","zenodo","train","interior","False"
"92944.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92944.wav","zenodo","train","interior","False"
"92945.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92945.wav","zenodo","train","interior","False"
"92946.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92946.wav","zenodo","train","interior","False"
"92947.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92947.wav","zenodo","train","interior","False"
"92948.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92948.wav","zenodo","train","interior","False"
"92949.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92949.wav","zenodo","train","interior","False"
"82710.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/82710.wav","zenodo","train","interior","False"
"92951.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92951.wav","zenodo","train","interior","False"
"92952.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92952.wav","zenodo","train","interior","False"
"92953.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92953.wav","zenodo","train","interior","False"
"92954.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92954.wav","zenodo","train","interior","False"
"92955.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92955.wav","zenodo","train","interior","False"
"92956.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92956.wav","zenodo","train","interior","False"
"92957.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92957.wav","zenodo","train","interior","False"
"92958.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92958.wav","zenodo","train","interior","False"
"92959.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92959.wav","zenodo","train","interior","False"
"92960.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92960.wav","zenodo","train","interior","False"
"92961.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92961.wav","zenodo","train","interior","False"
"92962.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92962.wav","zenodo","train","interior","False"
"92963.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92963.wav","zenodo","train","interior","False"
"92964.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92964.wav","zenodo","train","interior","False"
"92965.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92965.wav","zenodo","train","interior","False"
"92966.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92966.wav","zenodo","train","interior","False"
"67879.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/67879.wav","zenodo","train","interior","False"
"92968.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92968.wav","zenodo","train","interior","False"
"92967.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92967.wav","zenodo","train","interior","False"
"92970.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92970.wav","zenodo","train","interior","False"
"92971.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92971.wav","zenodo","train","interior","False"
"92972.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92972.wav","zenodo","train","interior","False"
"92969.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/92969.wav","zenodo","train","interior","False"
"50497.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/50497.wav","zenodo","train","interior","False"
"63331.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/63331.wav","zenodo","train","interior","False"
"63332.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/63332.wav","zenodo","train","interior","False"
"63333.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/63333.wav","zenodo","train","interior","False"
"63334.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/63334.wav","zenodo","train","interior","False"
"63335.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/63335.wav","zenodo","train","interior","False"
"63336.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/63336.wav","zenodo","train","interior","False"
"63339.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/63339.wav","zenodo","train","interior","False"
"63340.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/63340.wav","zenodo","train","interior","False"
"63338.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/63338.wav","zenodo","train","interior","False"
"63341.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/63341.wav","zenodo","train","interior","False"
"63337.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/63337.wav","zenodo","train","interior","False"
"18287.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/18287.wav","zenodo","train","interior","False"
"18290.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/18290.wav","zenodo","train","interior","False"
"368516.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/368516.wav","zenodo","train","interior","False"
"351109.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/351109.wav","zenodo","train","interior","False"
"351110.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/351110.wav","zenodo","train","interior","False"
"351111.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/351111.wav","zenodo","train","interior","False"
"351112.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/351112.wav","zenodo","train","interior","False"
"30597.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/30597.wav","zenodo","train","interior","False"
"278944.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/278944.wav","zenodo","train","interior","False"
