"audio","label","labels","human_label","human_labels","path"
"128040.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\128040.wav"
"128036.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\128036.wav"
"39980.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\39980.wav"
"46129.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\46129.wav"
"341041.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\341041.wav"
"273480.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\273480.wav"
"128073.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\128073.wav"
"398430.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\398430.wav"
"341090.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\341090.wav"
"128130.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\128130.wav"
"128131.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\128131.wav"
"128132.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\128132.wav"
"128134.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\128134.wav"
"128136.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\128136.wav"
"128137.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\128137.wav"
"208031.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\208031.wav"
"208033.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\208033.wav"
"396459.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\396459.wav"
"169142.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\169142.wav"
"169143.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\169143.wav"
"152815.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\152815.wav"
"152816.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\152816.wav"
"152817.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/0lyf6"", ""/m/068hy"", ""/m/0jbk"", ""/m/09hlz4""]","dog_bark","[""Respiratory_sounds"", ""Breathing"", ""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\152817.wav"
"152819.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\152819.wav"
"380156.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\380156.wav"
"79101.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\79101.wav"
"158974.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\158974.wav"
"158975.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\158975.wav"
"158976.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\158976.wav"
"337167.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\337167.wav"
"406814.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\406814.wav"
"245024.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\245024.wav"
"142642.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\142642.wav"
"142643.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\142643.wav"
"142644.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\142644.wav"
"52546.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\52546.wav"
"71012.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\71012.wav"
"34153.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\34153.wav"
"398731.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\398731.wav"
"67009.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/07yv9"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Animal"", ""Domestic_animals_and_pets"", ""Vehicle"", ""dog_bark""]","audios/train\67009.wav"
"163276.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\163276.wav"
"163277.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\163277.wav"
"163278.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\163278.wav"
"163279.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\163279.wav"
"163280.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\163280.wav"
"163281.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\163281.wav"
"163282.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\163282.wav"
"394704.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\394704.wav"
"128468.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\128468.wav"
"220629.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\220629.wav"
"128469.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\128469.wav"
"128470.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\128470.wav"
"13789.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\13789.wav"
"378334.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\378334.wav"
"38367.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\38367.wav"
"273896.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\273896.wav"
"140776.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\140776.wav"
"181767.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\181767.wav"
"239120.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/04szw"", ""/m/068hy"", ""/m/0jbk"", ""/m/04rlf""]","dog_bark","[""Music"", ""Musical_instrument"", ""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\239120.wav"
"216614.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\216614.wav"
"433709.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\433709.wav"
"110134.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\110134.wav"
"368186.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\368186.wav"
"60992.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\60992.wav"
"407131.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\407131.wav"
"409187.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\409187.wav"
"321127.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\321127.wav"
"276085.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\276085.wav"
"163459.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\163459.wav"
"155294.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\155294.wav"
"85665.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\85665.wav"
"155299.wav","/m/0bt9lr","[""/m/04_sv"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk"", ""/m/012f08"", ""/m/07yv9""]","dog_bark","[""Vehicle"", ""Motorcycle"", ""Motor_vehicle_(road)"", ""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\155299.wav"
"155310.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\155310.wav"
"155313.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\155313.wav"
"77491.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\77491.wav"
"155315.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\155315.wav"
"331449.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\331449.wav"
"155322.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\155322.wav"
"77500.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\77500.wav"
"390852.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\390852.wav"
"192235.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\192235.wav"
"429805.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\429805.wav"
"192239.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\192239.wav"
"155382.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\155382.wav"
"208650.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\208650.wav"
"208651.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\208651.wav"
"55065.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\55065.wav"
"100124.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\100124.wav"
"257824.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\257824.wav"
"341792.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\341792.wav"
"110371.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\110371.wav"
"71461.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\71461.wav"
"71463.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\71463.wav"
"372531.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\372531.wav"
"372533.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\372533.wav"
"372534.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\372534.wav"
"372535.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\372535.wav"
"372536.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\372536.wav"
"372537.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\372537.wav"
"399184.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\399184.wav"
"399186.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\399186.wav"
"325465.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\325465.wav"
"159578.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\159578.wav"
"325467.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\325467.wav"
"325468.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\325468.wav"
"427871.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\427871.wav"
"325471.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\325471.wav"
"325472.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\325472.wav"
"325475.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\325475.wav"
"325476.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\325476.wav"
"18282.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\18282.wav"
"55154.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\55154.wav"
"55155.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\55155.wav"
"55156.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\55156.wav"
"55157.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\55157.wav"
"55158.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\55158.wav"
"262007.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\262007.wav"
"155617.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\155617.wav"
"81904.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\81904.wav"
"231415.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\231415.wav"
"231416.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\231416.wav"
"231419.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\231419.wav"
"323015.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\323015.wav"
"269121.wav","/m/0bt9lr","[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\269121.wav"
"40966.wav","/m/07p6fty","[""/m/07sr1lc"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""Yell"", ""shout""]","audios/train\40966.wav"
"431628.wav","/m/07p6fty","[""/m/07sr1lc"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""Yell"", ""shout""]","audios/train\431628.wav"
"195089.wav","/m/07p6fty","[""/m/07sr1lc"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""Yell"", ""shout""]","audios/train\195089.wav"
"127004.wav","/m/07p6fty","[""/m/07sr1lc"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""Yell"", ""shout""]","audios/train\127004.wav"
"100896.wav","/m/07p6fty","[""/m/07sr1lc"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""Yell"", ""shout""]","audios/train\100896.wav"
"382016.wav","/m/07p6fty","[""/m/07sr1lc"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""Yell"", ""shout""]","audios/train\382016.wav"
"379969.wav","/m/07p6fty","[""/m/07sr1lc"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""Yell"", ""shout""]","audios/train\379969.wav"
"188488.wav","/m/07p6fty","[""/m/07sr1lc"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""Yell"", ""shout""]","audios/train\188488.wav"
